country,description,designation,price,province,region,name,winery
US,"This is a richer take on the grape, with aromas of baked cherries, pie crust, allspice, nutmeg and a touch of bacon fat. The palate is quite juicy, accessible and action-packed, with roasted pork, cherry jelly, blackberry jam, star anise and baking spice flavors deep into the finish.",Anna's Vineyard Reserve,50,Maule Valley,,Boğazkere,Adelaida Cellars
Italy,"Fragrant and fresh, this Grillo opens with alluring scents of acacia flower, beeswax and white stone fruit. The succulent palate offers creamy white peach, juicy nectarine, almond and mineral framed in tangy acidity. A note of chopped herb closes the lingering finish.",Aquilae Bio,,Southwest France,,Kadarka,CVA Canicattì
France,"Full of yellow fruits, ripe apples and soft acidity, this is a rich wine with hints of spice and also attractive, perfumed acidity. It has a tangy, zesty character that is attractive and refreshing. Drink from 2017.",,,California,Fair Play,Tempranillo,Domaine Collotte
France,"With some firm structure behind the red fruits, this wine will have a good future. A dry core sustained by the acidity is waiting to burst out and give a ripe, fruity while always fresh wine. Drink from 2018.",Clos du Roy Premier Cru,56,California,,Narince,Domaine Faiveley
France,"With intense acidity, this wine has both good structure and red currant and raspberry fruits. It is bright, fresh and almost crisp in character. In the background, the tannins show the dense texture of the wine. It will need to age, so don't drink before 2019.",Champ Salomon,,Southwest France,North Fork of Long Island,Red Blend,Domaine René Bouvier
US,"From the vineyard once known as Alisos comes this wine, with aromas of soft clove, red cherry and a touch of sage. A strong ginger spice reigns over the palate, which is bitingly acidic, and shows dark strawberry fruit and dark thyme herbs. This wine is still quite wound up, but that acidity will prove mouthwatering for years to come.",Flower & VIne,42,Ontario,Wahluke Slope,Riesling,Casa Dumetz
Chile,"Pretty on the nose, with floral notes to go with plum, cherry and minerally aromas. While this is tannic as nails, it's super tasty, with mocha, blackberry and coffee flavors. Hard residual tannins make for a rough exit, but there's enough ripe fruit to make this work. Drink through 2021.",Gran Reserva,27,Lebanon,Livermore Valley,Pinot Gris,Rios de Chile
Germany,"Laser-edged mineral tones cut a crystalline edge through this bristling, honey-kissed Kabinett. Equal parts sweet and tart, it packs a punch of crisp tangerine and lemon refreshment.",Kabinett,30,Bordeaux,Santa Barbara County,Cabernet Sauvignon-Syrah,Robert Weil
US,"Winemakers Mikey Giugni and Michael Brughelli are the first to admit that this is an odd style of wine, but people are digging the pét-nat style. Aromas of sour apple, grass and passion fruit arise while the palate's very tight, bubbles unleash exotic tropical fruits like green papaya and green banana.",Amuse Shandon Hills Vineyard Methode Ancestrale,28,Oregon,Sonoma County,Viognier,Scar of the Sea
US,"Deceptively light and tight when first opened, this wine has flavors and character more in line with Gamay than most Pinots. Tart cranberry and raspberry fruit carries into a tangy finish, with citrus, mineral and herbal highlights.",,32,Lombardy,Arroyo Seco,Riesling,Adelsheim
France,"With a little airing, this wakes up to reveal dark red cherries held in a taut and firm body that nonetheless has a generous core. There is some gentle grip and frank, firm acidity. It's a very honest wine without any baroque frills—but bags of forthright appeal.",Les Terres Rouges,35,Franken,Côtes du Marmandais,Bordeaux-style White Blend,Boeckel
Germany,"Delightfully fun and refreshing, this perlwein, or lightly sparkling white, is Germany's answer to Italian prosecco. Made from Müller-Thurgau grapes, it's gorgeously floral, but with a chalky, earthen tang. Sprightly acidity and a fresh, green touch lends vibrance to a moderately long finish.",Perlwein Trocken,19,Oregon,Vino Spumante,Frappato,Fritz Müller
France,"This is a tight, fruity wine with high levels of acidity. That is certainly typical of the vintage and brings out very young red currant and berry fruit flavors. Even though the tannins are light, the wine is definitely one to age, so should not be drunk before 2020.",Les Teurons Premier Cru,70,Tejo,Santa Barbara County,Rhône-style White Blend,Nicolas Potel
US,"Quince, lemon peel and honeydew make for compatible bedfellows in this no-oak white, which is light and inviting on the palate, with more underlying herbal flourishes than it first lets on. Dry and daring, it'll pair well with all manner of fresh seafood.",Redwood Ranch,25,California,Cava,Trepat,Ousterhout
US,"This is a nice, full-bodied red with 3% Petit Verdot. Licorice, lavender and peppery leather gather around soft, pliable tannins and meaty blackberry fruit, finding length and breadth along the way.",,40,Virginia,Santa Ynez Valley,Bordeaux-style Red Blend,Peju
US,"Tonella has 16% Merlot within, from the estate vineyard around the winery. Cedar, currant and dried herb greet the nose and palate before allowing chalky, dusty tannin to season layers of chocolate and black cherry, staying structured and bright from start to finish.",Tonella Vineyard,90,Virginia,Valle de Uco,Malbec-Petit Verdot,Sequoia Grove
US,"Dark gold in color, this wine was whole-cluster pressed and fermented for a lengthy six months, providing for a luxuriousness of stone fruit and melon dripping in honey and caramel. It's ripe and fleshy, with a slight voluptuousness. Aged in 50% new French oak for 17 months.",Buena Tierra Vineyard,45,Vinho Verde,Alto Adige Valle Isarco,Veltliner,Sleeping Giant
US,"Dense and textural, this immediately displays a strong minerality, in its mouthfeel and racy freshness. It further amplifies the tart, tight fruit flavors of apple and citrus, grapefruit and pineapple.",,19,Northern Spain,San Luis Obispo County,Rosé,Sokol Blosser
US,"Orange blossoms, night jasmine, ripe Pink Lady apples and a touch of bubblegum pop on the nose of this bottling from a coastal canyon vineyard behind Cambria. The palate shows a fine-tuned and textural grip, offering similar floral flavors as well as a botanical streak that shows a touch of pine needle and goes deep into the finish.",Estate,25,Mendoza Province,Prosecco di Valdobbiadene Superiore,Glera,Stolo
,"Delicate white flowers and a spin of lemon peel on the nose start this refined white. The bright fruit on the palate is tropical and exotic, but the minerality gives it lift. Fuller-bodied but poised, the wine has aging potential and a food-friendly character.",Askitikos,17,California,Rully,Chardonnay,Tsililis
France,"Very subtle hints of ripe, red apple hover above the glass. They become more apparent and richer on the slightly spiced palate that also shows hints of pepper and saffron. There is concentration on the palate and ample definition and structure provided by clean, brisk freshness.",,15,Virginia,Diamond Mountain District,Malbec,Jean-Marc Bernhard
France,"Lovely notes of Reineclaude plums play on the nose. The palate is soft but also has echoes of pebble and stone. Fluid and fresh, the wine even shows overtones of white blossom on the palate. It's a lovely, lasting and authentic expression of Alsace.",H Vieilles Vignes,45,California,Soave Classico,White Blend,Josmeyer
France,"A certain faint spiciness hovers over everything, recalling honeysuckle. The textured palate is fresh and equally pepper-spiced. This has freshness and verve, a certain ease and tons of lemony crispness. If you wanted to hold a party to welcome summer, this would be the perfect wine.",Mise du Printemps,21,Oregon,Terre Siciliane,Rosato,Josmeyer
US,"This bright and fruity Beaujolais-style wine is as light and refreshing as a young wine can possibly be. It delivers a smile-inducing burst of strawberry and cherry fruit—round, ripe and juicy. You absolutely want to drink this sometime in 2016 while all that youthful energy remains.",Whole Cluster,22,Pfalz,Adelaida District,G-S-M,Willamette Valley Vineyards
US,"Winemaker Mike Mooney adds complexity with 16% Cabernet Sauvignon and 8% Merlot on this bottling, which shows blueberries, crushed black rocks and dark chocolate on the nose, but doesn't offer a lot of Cab Francness. The palate does offer some, however, with grippy tannins and dried oregano touches laid across rich black cherry, blueberry, fudge and espresso notes.",Signature Series,56,Rheinhessen,Australia,Sparkling Blend,Chateau Margene
Slovenia,"This Slovenian Ribolla Gialla has aromas of peach and vanilla, with flavors of freshly baked peach pie, canned apricots and green apple. It is soft on entry, rounded in the mouth and shows good minerality on the finish.",Estate Bottled,15,California,,Traminer,Colliano
Italy,"Underbrush, pipe tobacco, blue-flower, berry and star anise aromas unfold in the glass. The firm, elegant palate offers dried cherry, clove, mint and orange peel alongside fine-grained tannins. Drink 2018–2025.",dei Togati,,Victoria,Amador County,Alicante Bouschet,La Togata
Italy,"This wine opens with aromas of baked plum, leather, underbrush, grilled herb and a toasted note. The ripe, chewy palate offers raspberry jam, fleshy black cherry, licorice and a hint of vanilla alongside solid tannins. Drink through 2020.",,70,Piedmont,Sannio,Greco,Le Macioche
US,"Baked pears, tangerine oil and wet-cement minerality show on the nose of this rich yet balanced wine from one of the region's premiere sites. The palate shows Gala apples, honeysuckle and blood-orange rinds, blending ripeness with grippy tartness.",Rosella's Vineyard,40,Sicily & Sardinia,Lodi,Shiraz,Loring Wine Company
US,"An estate-grown wine in its second vintage, this comes from the cooler-climate hills of the coast. This plush wine is dark brown in color and brimming in stinky earth—a rich, funky and concentrated expression that's herbal, spicy and shy in raspberry fruit.",Mardikian Estate Vineyard,85,Colchagua Valley,Applegate Valley,Cabernet Sauvignon,MacPhail
US,"Medium bodied and restrained on the palate, this wine offers a mix of caramelized lemon and Gravenstein apple. It ends lengthy with tastes of ginger and lemongrass that leave a refreshing finish.",Gavin Vineyard,24,California,Lambrusco di Sorbara,Lambrusco,Mahoney
US,"From vineyards in both Alexander Valley and Bennett Valley, the grapes were fermented in French oak for eight months, a minority of it new. This is a medium-bodied, integrated wine rich in caramel apple and fresh-squeezed tangerine. Brisk and in balance, it finishes with a note of toasted almond.",,26,Northern Spain,Santa Barbara County,Bordeaux-style Red Blend,Matanzas Creek
US,"Vanillla, baking spice and dried herb aromas are at the forefront. The dark-fruit flavors are dense, supported by lively acids and firm but well integrated tannins. It's a delicious example of the variety.",,46,California,Rattlesnake Hills,Cabernet Franc,Merry Cellars
